"","task","cond","item","Nfix_1st_M","Nfix_1st_SD","Nfix_2nd_M","Nfix_2nd_SD","Nfix_all_M","Nfix_all_SD"
"308","reading",2,128,9.44,2.96273147243853,2.44,2.45515331044271,11.9,3.8873012632302
"309","reading",2,129,9.89,2.75882422620781,1.67,2.44948974278318,11.6,3.39525813124389
"310","reading",2,130,9.78,2.72845092395748,2.22,2.58736244937667,12,3.5
"311","reading",2,131,8.44,2.40370085030933,1.22,1.92209376577847,9.67,2.39791576165636
"312","reading",2,132,10.3,3.24037034920393,3.22,3.80058475033046,13.6,5.41089436024931
"313","reading",2,133,10.7,2.5,1,1,11.7,2.12132034355964
"314","reading",2,134,10.3,2.23606797749979,2.44,1.74005108481842,12.8,3.38296385503074
"315","reading",2,135,9.44,2.69773567603977,1.44,2.35112266327765,10.9,2.93446947694317
"316","reading",2,136,9.56,2.35112266327765,1.56,1.58989866902824,11.1,3.17979733805649
"317","reading",2,137,8.33,2.06155281280883,2.56,2.83333333333333,10.9,3.65528536657688
"318","reading",2,138,10,2.17944947177034,2.56,1.74005108481842,12.6,1.87823794493077
"319","reading",2,139,9.11,2.02758751009941,2.33,2.34520787991171,11.4,2.40370085030933
"320","reading",2,140,9.11,2.71313676601662,2.78,2.86259400621961,11.9,2.61937227425028
"321","reading",2,141,10.9,3.98260104844951,3.78,3.76755151848577,14.7,5.1720402163943
"322","reading",2,142,9.44,3.67801274845232,2,1.5,11.4,3.81153220867642
"323","reading",2,143,10.7,3.20156211871642,1.44,2.00693242979872,12.1,4.34293807359846
"324","reading",2,144,11.8,2.63523138347365,3.44,3.81153220867642,15.2,5.60753461375357
"325","reading",2,145,8.56,3.20589734361189,2.44,2.78886675511359,11,4.76969600708473
"326","reading",2,146,10.2,2.77388616284887,1.89,2.42097317438899,12.1,3.10017920628971
"327","reading",2,147,9.67,2.69258240356725,3.11,2.61937227425028,12.8,3.56292638773866
"328","reading",2,148,10,3.74165738677394,1.78,2.22361067735439,11.8,3.15348132140408
"329","reading",2,149,11.4,3.50396600693811,2.89,2.42097317438899,14.3,2.87228132326901
"330","reading",2,150,10.6,2.87711275027201,1,1.3228756555323,11.6,2.83333333333333
"331","reading",2,151,12.6,2.78886675511359,3.89,6.52771867585538,16.4,8.14111649454654
"332","reading",2,152,12.3,3.74165738677394,9.33,11.034038245357,21.7,13.4443296597488
"333","reading",2,153,10.1,2.61937227425028,3,3.60555127546399,13.1,5.55527777083299
"334","reading",2,154,9.89,1.69148192751537,1.33,1.22474487139159,11.2,2.16666666666667
"335","reading",2,155,11.1,2.80376730687679,6.22,5.69600249687835,17.3,7.81024967590665
"336","reading",2,156,11.1,4.70224532655529,5.22,6.24054840894969,16.3,9.01387818865997
"337","reading",2,157,11.1,3.05959329178097,5.22,5.44926090809061,16.3,6.91013748054263
"338","reading",2,158,9.89,2.57120810342359,3.11,3.14024061356946,13,5.26782687642637
"339","reading",2,159,9.89,3.48010216963685,4.11,6.05071162022378,14,8.88819441731559
"340","reading",2,160,10.2,2.16666666666667,2,1.73205080756888,12.2,3.34580998331412
"341","reading",2,161,10.2,3.59783885748715,5.44,6.38574802022267,15.7,9.69535971483266
"342","reading",2,162,7.44,2.45515331044271,3.33,5.04975246918104,10.8,5.99536858286832
"343","reading",2,163,10,3.5,4.11,6.95421534834169,14.1,9.73966688912465
"344","reading",2,164,10.2,2.16666666666667,2.67,3.16227766016838,12.9,5.06074215022966
"345","reading",2,165,10.8,2.4381231397213,4,6.42261628933256,14.8,5.76146200581453
"346","reading",2,166,11.6,4.06543697255016,4.67,4.47213595499958,16.2,6.66666666666667
"347","reading",2,167,11,4.09267638593623,2.89,5.03598164324604,13.9,8.82389432796603
"348","reading",2,168,10,2.34520787991171,5.78,8.18195847242239,15.8,9.97218353443439
"349","reading",2,169,11.7,3.74165738677394,7.11,7.3219608788296,18.8,9.40449065311059
"350","reading",2,170,10.3,3.278719262151,2.89,3.8873012632302,13.2,6.28048122713892
"351","reading",2,171,9.11,3.37062473602611,4.56,6.16666666666667,13.7,8.39642781187333
"352","reading",2,172,9.89,4.28498671072748,3.44,4.53075907302273,13.3,8.66025403784439
"353","reading",2,173,10.4,2.2973414586817,3.44,4.63980363569168,13.9,5.71061389967061
"354","reading",2,174,11.1,2.57120810342359,3.11,5.32551510289015,14.2,6.90611645170022
"355","reading",2,175,8.22,2.53859103528797,2.56,2.185812841434,10.8,2.99072640748773
"356","reading",2,176,10.1,2.14734978778752,5.22,5.309844107358,15.3,6.83739716558867
"357","reading",2,177,10.7,2,4.89,4.53994615729208,15.6,5.3877432917482
"358","reading",2,178,11.3,4.06201920231798,2.89,4.07567308687916,14.2,7.03167436990966
"359","reading",2,179,8.33,2.73861278752583,1.44,1.50923085635624,9.78,3.76755151848577
"360","reading",2,180,10.9,3.62092683040007,6.44,5.2228132053308,17.3,7.07106781186548
"361","reading",3,1,9.89,2.02758751009941,5,4.18330013267038,14.9,5.15859584684739
"362","reading",3,2,9.33,2,3.67,2.78388218141501,13,3.39116499156263
"363","reading",3,3,9.11,2.47206616236522,3.11,3.10017920628971,12.2,4.68448977418507
"364","reading",3,4,9.62,2.19983765634778,4.62,4.8678977568791,14.2,4.86239212146215
"365","reading",3,5,8.67,2.29128784747792,2.33,2.59807621135332,11,4.35889894354067
"366","reading",3,6,7.56,2.24227067451229,3.78,3.70060055186242,11.3,4.24264068711928
"367","reading",3,7,8.33,1.6583123951777,5.33,4.76969600708473,13.7,5.19615242270663
"368","reading",3,8,10.7,3.67423461417477,2.89,2.52212432507026,13.6,4.74634362196605
"369","reading",3,9,8.11,2.61937227425028,2.22,1.7873008824606,10.3,3.93700393700591
"370","reading",3,10,7,2,2.78,2.77388616284887,9.78,2.77388616284887
"371","reading",3,11,9.44,2.40370085030933,4,4.69041575982343,13.4,4.245913067619
"372","reading",3,12,8.88,3.31393163133201,2.12,3.83359212376963,11,3.4226138716317
"373","reading",3,13,8.22,2.72845092395748,4.44,3.46810867444747,12.7,3.57071421427143
"374","reading",3,14,8,1.6583123951777,5.22,4.08588355737709,13.2,3.83333333333333
"375","reading",3,15,9,2.06155281280883,4.44,4.41902452785428,13.4,4.30439052338165
"376","reading",3,16,9.78,2.58736244937667,2.33,2.54950975679639,12.1,4.22624077770199
"377","reading",3,17,11.4,2.74367960552572,4.89,4.62180820795402,16.3,6.51920240520265
"378","reading",3,18,9,2.44948974278318,4.44,5.98145281497545,13.4,6.42477842246546
"379","reading",3,19,9.78,1.71593835683117,4,3.93700393700591,13.8,4.08588355737709
"380","reading",3,20,7.78,1.48136573621926,2.44,3.08670986290869,10.2,3.45607355888795
"381","reading",3,21,10.1,2.36877840059198,4.44,4.66666666666667,14.6,5.87603418793473
"382","reading",3,22,9,2.54950975679639,4.44,4.53075907302273,13.4,5.91842696818823
"383","reading",3,23,9.11,2.08832734769028,3.44,3.87656778320434,12.6,4.95255265270121
"384","reading",3,24,9.78,1.48136573621926,2.22,2.22361067735439,12,3.04138126514911
"385","reading",3,25,7.33,2.17944947177034,2.78,2.72845092395748,10.1,4.13655788199695
"386","reading",3,26,7.78,2.81858908754796,3.56,3.24465372232196,11.3,5.02493781056044
"387","reading",3,27,8.89,2.71313676601662,3.67,4.21307488658818,12.6,5.87603418793473
"388","reading",3,28,8,2.06155281280883,2.11,2.36877840059198,10.1,3.44399638662864
"389","reading",3,29,8.11,2.02758751009941,3.89,5.64456474062537,12,6.12372435695795
"390","reading",3,30,9.44,2.78886675511359,3.89,2.20479275922049,13.3,4
"391","reading",3,31,10.1,3.48010216963685,6.22,4.32370725702428,16.3,5.3851648071345
"392","reading",3,32,7.33,3.60555127546399,4.67,6.42261628933256,12,5.19615242270663
"393","reading",3,33,10.3,2.78388218141501,4.78,4.35252161906686,15.1,4.62180820795402
"394","reading",3,34,9.56,2.78886675511359,3.56,2.92023591132254,13.1,3.85501116874013
"395","reading",3,35,6.44,2.96273147243853,1.89,1.69148192751537,8.33,3.53553390593274
"396","reading",3,36,7.89,2.89155859548291,1.22,1.48136573621926,9.11,3.05959329178097
"397","reading",3,37,9.33,2.95803989154981,6.89,4.07567308687916,16.2,5.0194067821252
"398","reading",3,38,9.44,1.50923085635624,2.89,3.72305131728145,12.3,3.96862696659689
"399","reading",3,39,8.89,2.14734978778752,9.22,7.54615428178118,18.1,8.26807783654164
"400","reading",3,40,7.22,1.64147630029935,2.44,2.87711275027201,9.67,3.35410196624968
"401","reading",3,41,7.22,3.23178657161089,2,2,9.22,3.38296385503074
"402","reading",3,42,9.22,1.92209376577847,5,3.87298334620742,14.2,3.76755151848577
"403","reading",3,43,9.56,2.96273147243853,4.33,5.91607978309962,13.9,7.25335171566298
"404","reading",3,44,7.89,2.31540733157497,3,2.95803989154981,10.9,3.25747004761534
"405","reading",3,45,8.44,2.55495161945932,5.44,3.04594448041618,13.9,2.71313676601662
"406","reading",3,46,7.89,2.66666666666667,6.89,4.28498671072748,14.8,4.79003595439997
"407","reading",3,47,12.1,2.93446947694317,7.33,10.571187255933,19.4,9.60613230065971
"408","reading",3,48,9.56,2.74367960552572,5,4.06201920231798,14.6,6.08504542117623
"409","reading",3,49,9.22,2.04803428790742,4,3.53553390593274,13.2,4.81606109226663
"410","reading",3,50,9.56,2.60341655863555,4.11,4.10622833158497,13.7,5.59016994374947
"411","reading",3,51,11.2,3.92994204085053,5.89,3.44399638662864,17.1,5.08538210079745
"412","reading",3,52,10.4,2.55495161945932,5.89,4.42844341852881,16.3,4
"413","reading",3,53,9.22,3.0731814857643,2.56,4.36208410943413,11.8,5.97448277631164
"414","reading",3,54,8.11,2.71313676601662,3.44,3.24465372232196,11.6,4.27525177946022
"415","reading",3,55,8.44,2.50554939639548,3.67,4.87339717240448,12.1,5.71061389967061
"416","reading",3,56,9,4.15331193145904,1.22,1.48136573621926,10.2,3.73422608373468
"417","reading",3,57,9.67,3.70809924354783,2.56,3.20589734361189,12.2,3.49205447329283
"418","reading",3,58,9.78,3.19287401011134,2.78,2.16666666666667,12.6,3.90867979985286
"419","reading",3,59,6.67,1.80277563773199,2.22,2.81858908754796,8.89,4.19655943733806
"420","reading",3,60,7.56,3.08670986290869,2.11,1.45296631451356,9.67,3.42782730020052
"421","reading",3,61,10,2.78388218141501,4.33,4.03112887414927,14.3,6.34428877022476
"422","reading",3,62,9.11,2.31540733157497,1.33,1.4142135623731,10.4,3.08670986290869
"423","reading",3,63,10.4,2.60341655863555,2.89,3.9510898637099,13.3,6
"424","reading",3,64,10.6,2.45515331044271,2.22,1.92209376577847,12.8,3.99304951690365
"425","reading",3,65,12.8,3.2702361450581,3.67,4.87339717240448,16.4,6.83942817622773
"426","reading",3,66,10.3,3.80788655293195,3.89,6.03001750504185,14.2,9.39118972465387
"427","reading",3,67,8.89,2.71313676601662,3.44,4.18661889569349,12.3,5.87367006223537
"428","reading",3,68,11.3,3.04138126514911,1.89,2.31540733157497,13.2,3.80058475033046
"429","reading",3,69,10.3,3.96862696659689,2.67,3.278719262151,13,5.31507290636732
"430","reading",3,70,11.1,4.01386485959743,3.22,5.309844107358,14.3,8.60232526704263
"431","reading",3,71,10.2,2.22361067735439,1.44,1.23603308118261,11.7,3
"432","reading",3,72,10.8,3.03223423311004,2.44,3.43187671366233,13.2,5.65194165260439
"433","reading",3,73,9.33,2.82842712474619,1.11,1.36422546197874,10.4,3.97212509593766
"434","reading",3,74,10.8,2.94863433549236,3.78,2.53859103528797,14.6,4.85054407028508
"435","reading",3,75,11.1,2.4164614034339,3.12,3.35676289643119,14.2,4.62137889132052
"436","reading",3,76,8.56,1.0137937550497,1,1.3228756555323,9.56,1.50923085635624
"437","reading",3,77,9.38,2.0658792662828,1.38,1.40788595317336,10.8,2.43486579272276
"438","reading",3,78,10.7,3.16227766016838,4.89,3.17979733805649,15.6,5.50252467307306
"439","reading",3,79,9,3.90512483795333,3.56,3.60940130461795,12.6,6.48288344625891
"440","reading",3,80,10.4,2.92023591132254,5.22,4.73755680118397,15.7,6.46142399166004
"441","reading",3,81,10.6,2.69773567603977,3.44,1.74005108481842,14,4.09267638593623
"442","reading",3,82,11,2.82842712474619,3.22,5.73972511924085,14.2,7.03167436990966
"443","reading",3,83,10.6,1.74005108481842,1.44,1.42400062421959,12,2.44948974278318
"444","reading",3,84,12.8,3.89800518784217,2.44,3.46810867444747,15.2,6.49572508996836
"445","reading",3,85,11.3,2.91547594742265,5,5.04975246918104,16.3,7.24568837309472
"446","reading",3,86,11.6,2.65099562009781,3.11,2.61937227425028,14.7,3.5
"447","reading",3,87,10.7,2.73861278752583,2.56,2.60341655863555,13.2,3.83333333333333
"448","reading",3,88,12.6,3.71184290855335,2.33,2.64575131106459,14.9,5.94652092497042
"449","reading",3,89,10.6,4.09606857581484,2.11,2.66666666666667,12.7,5.59016994374947
"450","reading",3,90,9.89,3.05959329178097,2.33,2.69258240356725,12.2,4.89330608530107
"451","reading",3,91,9.33,2.39791576165636,4.89,6.19363472535402,14.2,8.08977406634106
"452","reading",3,92,11,2.39791576165636,2.44,4.44722135470878,13.4,5.4339467956337
"453","reading",3,93,9.22,3.15348132140408,2.56,2.78886675511359,11.8,5.06896877524852
"454","reading",3,94,7.78,1.7873008824606,3.67,5.09901951359278,11.4,6.20707481651202
"455","reading",3,95,9,1.87082869338697,1.56,2.45515331044271,10.6,3.87656778320434
"456","reading",3,96,8.33,2.54950975679639,3.78,5.89019901569076,12.1,7.00793201387621
"457","reading",3,97,7.78,2.04803428790742,3.22,4.81606109226663,11,6
"458","reading",3,98,9.56,2.65099562009781,2.56,4.12647280104665,12.1,6.31356564162527
"459","reading",3,99,9.11,1.96497102042527,3.78,4.99444135459057,12.9,6.48930744464393
"460","reading",3,100,9.89,1.90029237516523,2.22,2.33333333333333,12.1,3.65528536657688
"461","reading",3,101,8.33,2.17944947177034,2.44,4.33333333333333,10.8,6.13958015213129
"462","reading",3,102,9.44,2.50554939639548,4,5.07444578254611,13.4,6.65415492589238
"463","reading",3,103,9.56,2.92023591132254,4.89,4.88478362991761,14.4,6.93020762876393
"464","reading",3,104,8.78,1.98606254796883,4.11,4.91030662088541,12.9,6.29373586283307
"465","reading",3,105,7.89,1.76383420737639,4,4.69041575982343,11.9,6.07133520002899
"466","reading",3,106,10.8,2.27913238852956,6,7.43303437365925,16.8,8.42285251232885
"467","reading",3,107,8,2.06155281280883,1.89,3.01846171271247,9.89,4.64877522699378
"468","reading",3,108,8.89,2.84800124843918,2.67,4.60977222864644,11.6,6.1869037310902
"469","reading",3,109,8.44,2.96273147243853,2.56,3.32080980752855,11,4.63680924774785
"470","reading",3,110,8.56,2.185812841434,2.78,1.56347191994114,11.3,3.5
"471","reading",3,111,8.33,3,2.89,4.64877522699378,11.2,7.15502931122189
"472","reading",3,112,9.11,3.51583718495483,3,2.95803989154981,12.1,5.77590781705449
"473","reading",3,113,8.67,1.73205080756888,1.89,2.89155859548291,10.6,4.21637021355784
"474","reading",3,114,10.4,3.84418753155693,6.22,7.52957133205101,16.7,9.9121138007995
"475","reading",3,115,7.44,1.87823794493077,3.22,4.52155332208351,10.7,5.91607978309962
"476","reading",3,116,7.44,2.185812841434,2.89,3.72305131728145,10.3,5.3851648071345
"477","reading",3,117,8,2.5,3.56,5.54777232569775,11.6,7.90745077618431
"478","reading",3,118,9.44,1.9436506316151,3.78,7.79066392834683,13.2,7.91798234681313
"479","reading",3,119,10,2.23606797749979,4.44,3.24465372232196,14.4,4.47524052736585
"480","reading",3,120,9.78,2.22361067735439,5,6.34428877022476,14.8,7.80669228575358
"481","reading",3,121,8.44,3.20589734361189,8.33,8.74642784226795,16.8,10.0471112487344
"482","reading",3,122,11.7,2.39791576165636,5.67,6.18465843842649,17.3,5.70087712549569
"483","reading",3,123,8.56,2.87711275027201,5.11,3.91932533876828,13.7,3.5
"484","reading",3,124,12.8,2.90593262902712,3.11,4.45658065237365,15.9,4.371625682868
"485","reading",3,125,10.4,2.65099562009781,3.11,2.80376730687679,13.6,3.35824027993498
"486","reading",3,126,8,2,6.89,7.91271831364615,14.9,7.86518347599795
"487","reading",3,127,9.67,3.278719262151,6.67,7.76208734813001,16.3,6.12372435695795
"488","reading",3,128,11.6,2.45515331044271,7.22,8.98300865214124,18.8,9.32440048713291
"489","reading",3,129,10.8,3.70060055186242,4.67,4.18330013267038,15.4,5.61496017597434
"490","reading",3,130,11.4,2.78886675511359,9.33,8.2915619758885,20.8,8.22766336479832
"491","reading",3,131,10.3,1.73205080756888,4,3.24037034920393,14.3,3.74165738677394
"492","reading",3,132,9.56,2.45515331044271,3.44,3.24465372232196,13,3.42782730020052
"493","reading",3,133,10.2,2.53859103528797,4,5.45435605731786,14.2,5.71790559946948
"494","reading",3,134,10.2,2.53859103528797,4.33,2.64575131106459,14.6,3.60940130461795
"495","reading",3,135,10.6,3.46810867444747,5.67,5.87367006223537,16.2,6.39878460681749
"496","reading",3,136,10.3,2.34520787991171,6.56,4.79872668296266,16.9,5.03598164324604
"497","reading",3,137,10.1,2.02758751009941,8.22,7.20724943681322,18.3,6.9462219947249
"498","reading",3,138,10.8,1.39443337755679,4.89,7.55718936583642,15.7,7.95298686029343
"499","reading",3,139,9.89,2.47206616236522,1.89,2.02758751009941,11.8,2.4381231397213
"500","reading",3,140,9.56,1.74005108481842,4,3.64005494464026,13.6,3.50396600693811
"501","reading",3,141,11.4,2.185812841434,8.78,10.4854396400172,20.2,11.042845848985
"502","reading",3,142,10.8,3.2702361450581,3.33,2.5,14.1,3.68932393686311
"503","reading",3,143,12.6,1.23603308118261,4,3.67423461417477,16.6,3.43187671366233
"504","reading",3,144,11,2.12132034355964,5.33,5.87367006223537,16.3,5.40832691319598
"505","reading",3,145,10,2.69258240356725,4.11,3.29561998888086,14.1,4.72875365303704
"506","reading",3,146,11.4,3.12694383988229,2.22,2.33333333333333,13.7,3.96862696659689
"507","reading",3,147,10.4,1.42400062421959,6.11,3.05959329178097,16.6,3.53946009693255
"508","reading",3,148,12.2,2.72845092395748,4.89,6.25388767976457,17.1,7.4236858171067
"509","reading",3,149,13,3.39116499156263,3.67,3.35410196624968,16.7,5.31507290636732
"510","reading",3,150,11.3,2.91547594742265,5.67,7.53325958665968,17,8.44097150806707
"511","reading",3,151,9.56,4.41902452785428,2.11,2.97676184991529,11.7,5.24404424085076
"512","reading",3,152,11.1,3.29561998888086,3.67,2.91547594742265,14.8,3.1135902820449
"513","reading",3,153,10.1,3.17979733805649,2.78,4.23608834237961,12.9,2.84800124843918
"514","reading",3,154,9.89,1.69148192751537,1.67,1.6583123951777,11.6,2.55495161945932
"515","reading",3,155,9.33,3.64005494464026,6.78,4.94413232473044,16.1,6.5659052011974
"516","reading",3,156,10.7,4.21307488658818,4.56,4.8762462794426,15.2,4.65772953749404
"517","reading",3,157,11.9,3.72305131728145,2.44,2.06827894099848,14.3,5.04975246918104
"518","reading",3,158,10.6,3.90867979985286,3.56,3.20589734361189,14.1,4.01386485959743
"519","reading",3,159,11,3.16227766016838,2.22,2.94863433549236,13.2,4.14661843487491
"520","reading",3,160,10.9,2.84800124843918,2.78,3.15348132140408,13.7,2.78388218141501
"521","reading",3,161,11.6,2.185812841434,2.22,2.4381231397213,13.8,3.23178657161089
"522","reading",3,162,9.33,4.15331193145904,3.56,4.71993408616877,12.9,4.62180820795402
"523","reading",3,163,9,2.64575131106459,2.56,3.53946009693255,11.6,2.24227067451229
"524","reading",3,164,10.1,3.91932533876828,4,3.46410161513775,14.1,3.65528536657688
"525","reading",3,165,10.8,4.84194634877798,3.33,2.95803989154981,14.1,4.62180820795402
"526","reading",3,166,11.9,3.21886798597133,4.78,3.66666666666667,16.7,4.94974746830583
"527","reading",3,167,10.1,2.89155859548291,2.56,2.2973414586817,12.7,3.08220700148449
"528","reading",3,168,9.11,3.62092683040007,1.44,1.58989866902824,10.6,4.5856054973992
"529","reading",3,169,10.6,2.69773567603977,1.89,2.14734978778752,12.4,3.08670986290869
"530","reading",3,170,10.8,2.63523138347365,4,3.64005494464026,14.8,3.59783885748715
"531","reading",3,171,9.11,2.97676184991529,2.22,3.1135902820449,11.3,4.06201920231798
"532","reading",3,172,8.78,1.98606254796883,2,2.34520787991171,10.8,2.53859103528797
"533","reading",3,173,10.3,3.57071421427143,3.33,3.04138126514911,13.7,3.77491721763537
"534","reading",3,174,12.3,3.93700393700591,2.11,2.08832734769028,14.4,3.60940130461795
"535","reading",3,175,7.89,3.10017920628971,1.56,2.45515331044271,9.44,3.04594448041618
"536","reading",3,176,10,3.42782730020052,3.33,4.03112887414927,13.3,3.46410161513775
"537","reading",3,177,11.2,2.94863433549236,2.44,1.66666666666667,13.7,2.39791576165636
"538","reading",3,178,10.4,2.96273147243853,2.89,2.71313676601662,13.3,4
"539","reading",3,179,8.22,1.7873008824606,2,2.69258240356725,10.2,2.90593262902712
"540","reading",3,180,9.67,3.8405728739343,2.89,4.13655788199695,12.6,3.50396600693811
"541","zString",1,1,7,3.53553390593274,3.11,2.93446947694317,10.1,5.15859584684739
"542","zString",1,2,8.56,2.45515331044271,1.78,2.53859103528797,10.3,3.35410196624968
"543","zString",1,3,8.89,2.26077666104176,1.33,1.6583123951777,10.2,1.7873008824606
"544","zString",1,4,9,2.44948974278318,2.56,3.84418753155693,11.6,3.35824027993498
"545","zString",1,5,6.33,1.93649167310371,1.33,1.6583123951777,7.67,2.12132034355964
"546","zString",1,6,8.11,2.84800124843918,3.11,3.37062473602611,11.2,3.86580450158107
"547","zString",1,7,9.78,3.59783885748715,1.78,2.99072640748773,11.6,2.83333333333333
"548","zString",1,8,11.2,3.63241578628389,1.78,2.53859103528797,13,3.16227766016838
"549","zString",1,9,6.89,3.37062473602611,2.56,4.09606857581484,9.44,4.63980363569168
"550","zString",1,10,6.33,1.73205080756888,1.78,2.27913238852956,8.11,1.96497102042527
"551","zString",1,11,9.67,3.70809924354783,2.22,4.20647648804132,11.9,5.18277060182207
"552","zString",1,12,8.33,3.08220700148449,1,1.6583123951777,9.33,2.5
"553","zString",1,13,7.12,2.79987244607423,3,3.46410161513775,10.1,3.75832409459323
"554","zString",1,14,6.67,2.73861278752583,2.22,2.99072640748773,8.89,3.51583718495483
"555","zString",1,15,9,3.08220700148449,3.89,4.371625682868,12.9,3.01846171271247
"556","zString",1,16,10.7,3.04138126514911,3.11,5.62237593114433,13.8,4.05517502019881
"557","zString",1,17,8.11,3.51583718495483,2.11,3.17979733805649,10.2,4.11636301174282
"558","zString",1,18,7.56,2.78886675511359,2.11,1.90029237516523,9.67,2.59807621135332
"559","zString",1,19,7.89,3.05959329178097,3.78,3.52766841475279,11.7,5
"560","zString",1,20,9.33,2.39791576165636,2.89,3.44399638662864,12.2,4.26549463068991
"561","zString",1,21,8.11,3.9510898637099,4.67,3.80788655293195,12.8,5.62978191801818
"562","zString",1,22,8.78,2.81858908754796,2.11,3.29561998888086,10.9,3.33333333333333
"563","zString",1,23,10.2,4.89330608530107,1.67,2.39791576165636,11.9,5.75422550054402
"564","zString",1,24,8.89,3.40750805004348,3.89,5.23078494215841,12.8,3.66666666666667
"565","zString",1,25,6.67,1.93649167310371,2,2.87228132326901,8.67,3
"566","zString",1,26,8.67,2.5,3.56,4.15665463777998,12.2,4.11636301174282
"567","zString",1,27,8.56,2.96273147243853,2.78,3.2702361450581,11.3,3.04138126514911
"568","zString",1,28,9.62,2.32609421256197,2.5,2.61861468283191,12.1,2.03100960115899
"569","zString",1,29,7.89,2.80376730687679,3.56,3.87656778320434,11.4,5.45690184791497
"570","zString",1,30,9,3.70809924354783,3.56,3.74536750904071,12.6,4.69337594677624
"571","zString",1,31,11.7,4.82182538049648,3.22,3.52766841475279,14.9,4.83333333333333
"572","zString",1,32,10.1,2.61937227425028,2.44,3.43187671366233,12.6,5.45690184791497
"573","zString",1,33,10.9,4.371625682868,1.89,2.42097317438899,12.8,5.56277308942621
"574","zString",1,34,11.3,6.36396103067893,3.22,3.83333333333333,14.6,6.72887641272878
"575","zString",1,35,12.3,6.2449979983984,2.11,2.89155859548291,14.4,7.89162706783448
"576","zString",1,36,12.1,6.86375342732467,7.78,16.4223763336627,19.9,21.9228445031914
"577","zString",1,37,8.78,2.04803428790742,1.22,2.63523138347365,10,4.06201920231798
"578","zString",1,38,9.56,4.44722135470878,3,3.39116499156263,12.6,6.06446846622008
"579","zString",1,39,11.6,5.01248441394086,5.5,7.98212288268514,17.1,12.4835606184408
"580","zString",1,40,10.2,3.15348132140408,3.11,3.10017920628971,13.3,3.53553390593274
"581","zString",1,41,9.56,3.32080980752855,3.22,7.12000312109794,12.8,9.10738406154283
"582","zString",1,42,10.2,3.38296385503074,2,4.27200187265877,12.2,5.95352369983058
"583","zString",1,43,10.8,3.80058475033046,3.22,3.99304951690365,14,5.07444578254611
"584","zString",1,44,9.11,2.61937227425028,0.889,1.36422546197874,10,3.53553390593274
"585","zString",1,45,8.5,3.58568582800318,1.5,1.51185789203691,10,3.46410161513775
"586","zString",1,46,9.62,4.68851179556401,5.75,10.2504355308167,15.4,14.1919242629643
"587","zString",1,47,11.4,2.60341655863555,3.56,3.24465372232196,15,4.44409720865779
"588","zString",1,48,13,4.12310562561766,3.22,6.07819417627016,16.2,7.56270086969228
"589","zString",1,49,8.67,3.3166247903554,1.89,2.26077666104176,10.6,5.12618549974323
"590","zString",1,50,9.62,4.24053568044685,1.25,1.83225076262581,10.9,5.51459103521869
"591","zString",1,51,11.8,3.03223423311004,2.78,2.58736244937667,14.6,5.02770104299945
"592","zString",1,52,12.9,5.03598164324604,2.22,4.54911468798539,15.1,7.62306441735285
"593","zString",1,53,9,2.44948974278318,1.56,2.35112266327765,10.6,2.96273147243853
"594","zString",1,54,9.67,3.24037034920393,2,3.77491721763537,11.7,4.24264068711928
"595","zString",1,55,9.56,3.2829526005987,2.56,3.43187671366233,12.1,6.09188896083235
"596","zString",1,56,11.6,4.36208410943413,2.33,4.03112887414927,13.9,6.64161961505709
"597","zString",1,57,9.33,3.93700393700591,2,3.04138126514911,11.3,5.1478150704935
"598","zString",1,58,10.1,3.14024061356946,2.89,3.85501116874013,13,5.09901951359278
"599","zString",1,59,11.2,4.26549463068991,2,3.87298334620742,13.2,7.25909391346086
"600","zString",1,60,10.4,2.35112266327765,2.33,4.87339717240448,12.8,5.6740148435164
"601","zString",1,61,8,4.27200187265877,4.22,3.63241578628389,12.2,4.89330608530107
"602","zString",1,62,8.67,3.3166247903554,2.44,1.42400062421959,11.1,3.65528536657688
"603","zString",1,63,11.4,4.09606857581484,5.11,5.86183513168966,16.6,6.74742749333239
"604","zString",1,64,11.8,3.38296385503074,3.67,3.53553390593274,15.4,4.79872668296266
"605","zString",1,65,10.6,4.30439052338165,4.11,3.98260104844951,14.7,5.45435605731786
"606","zString",1,66,10.6,3.67801274845232,3,2.44948974278318,13.6,4.90181372328425
"607","zString",1,67,9.22,3.41971408811387,3.33,3.60555127546399,12.6,5.05250213040804
"608","zString",1,68,13.3,5.3619026473818,4.22,3.49205447329283,17.6,4.95255265270121
"609","zString",1,69,9.78,3.30823887354653,4.22,3.56292638773866,14,5.1234753829798
"610","zString",1,70,9.33,2.82842712474619,1.89,2.57120810342359,11.2,3.56292638773866
"611","zString",1,71,9.44,3.46810867444747,5.78,8.51143022320247,15.2,6.97814047181944
"612","zString",1,72,11.6,3.81153220867642,4.44,3.50396600693811,16,5.80947501931113
"613","zString",1,73,8.11,4.7551142058957,2,1.58113883008419,10.1,5.68868272195867
"614","zString",1,74,8.56,3.12694383988229,6.67,9.16515138991168,15.2,7.36168760845259
"615","zString",1,75,11.2,3.15348132140408,4.78,7.29345216234702,16,6.42261628933256
"616","zString",1,76,9.67,3.08220700148449,2.89,3.21886798597133,12.6,4.21637021355784
"617","zString",1,77,8.33,2.64575131106459,3.33,2.87228132326901,11.7,4.09267638593623
