"","task","cond","sub","FFD_M","FFD_SD","freq_M","freq_SD","zipf_M","zipf_SD"
"328","reading",2,148,315,100.352877387746,15200,7823.69115571416,4.83,0.205134102479329
"329","reading",2,149,190,25.2372079808101,18800,25833.519393416,4.56,0.797370679169983
"330","reading",2,150,265,69.9485525225505,5660,4129.99162226753,4.23,0.662782015447009
"331","reading",2,151,250,43.087121045621,60700,78193.5042922365,4.52,1.38932717529026
"332","reading",2,152,247,50.0975714647593,18000,25705.9825799365,3.9,1.45699347973833
"333","reading",2,153,218,45.9191836662133,7160,1471.50804570394,4.54,0.10927520957917
"334","reading",2,154,214,25.0133297796728,7550,8724.58776485552,4.28,0.580279078998898
"335","reading",2,155,200,33.0849076031823,117000,161529.302329932,5.04,0.967674761706868
"336","reading",2,156,234,76.8147121325075,1320,590.424242146514,3.78,0.190993642377361
"337","reading",2,157,252,81.9651493885402,6760,5299.86505219035,4.27,0.719060233254224
"338","reading",2,158,196,53.1842708577138,29500,26642.8925206455,4.94,0.537425963893323
"339","reading",2,159,241,21.1707345172528,2930,1630.78640538852,4.06,0.409475273978784
"340","reading",2,160,180,43.6381222589345,15900,4754.51259331595,4.88,0.127727388270041
"341","reading",2,161,191,25.2428207615552,39000,50215.3664628667,4.68,0.922100862162052
"342","reading",2,162,192,49.1350180624776,23800,14271.1071049166,4.91,0.553413648789643
"343","reading",2,163,254,153.573815042365,1970,2672.95284594896,3.51,0.943292107461946
"344","reading",2,164,174,48.0350566426924,114000,169463.012525349,4.78,1.18067353658833
"345","reading",2,165,247,62.8160895878684,7010,5329.49934588398,4.41,0.381775821363503
"346","reading",2,166,238,90.8911436829794,2580,3249.56012407833,3.84,0.535462416981808
"347","reading",2,167,184,45.384652325061,54500,65799.8043535592,5.08,0.633511378482397
"348","reading",2,168,221,75.0551648974125,120000,125309.583671579,5.41,0.783301417789545
"349","reading",2,169,249,135.418794855072,9320,9171.78637634639,4.38,0.629311793416692
"350","reading",2,170,236,50.9692717886637,28400,36172.4209511427,4.73,0.714826319231928
"351","reading",2,171,226,51.6042633897627,4710,4700.20854147274,4.07,0.658179306876173
"352","reading",2,172,214,50.6662280682771,74600,60592.6073293324,5.16,0.98319886086183
"353","reading",2,173,254,60.0691268456601,151000,230398.992499533,4.67,1.41008746773619
"354","reading",2,174,232,40.9487484546231,6440,7716.5474922403,4.33,0.382975195019207
"355","reading",2,175,180,127.279220613579,14900,17523.520251365,4.62,0.728319984622144
"356","reading",2,176,233,66.6918285849174,3600,3656.09586854612,4.11,0.362656862612581
"357","reading",2,177,218,78.5357667987438,1850,1960.48583264455,3.82,0.358928962330988
"358","reading",2,178,189,35.7577830355721,183000,146707.898644438,5.72,0.585686410486509
"359","reading",2,179,178,29.9115362360411,45000,25995.755182337,5.21,0.487719181496894
"360","reading",2,180,226,85.308962293648,6760,2741.30115091356,4.49,0.188502873541316
"361","reading",3,1,283,55.8584520611399,143000,189066.059333151,5.15,1.01845798473313
"362","reading",3,2,226,48.7066046171701,208000,186875.491646176,5.78,0.631822759957253
"363","reading",3,3,214,86.3046928040417,95200,192777.941721038,4.7,1.23843449564359
"364","reading",3,4,283,68.8745235918188,72300,95009.0832668119,4.54,1.42057030801013
"365","reading",3,5,328,140.340572146747,26800,25254.3438036386,4.76,0.748185105693071
"366","reading",3,6,225,95.5926376922009,20800,24751.9083227748,4.64,0.700642562224134
"367","reading",3,7,248,108.924176336001,57400,64649.3347503798,4.95,0.838706487055258
"368","reading",3,8,267,21.3853532431273,149000,252046.301466615,4.93,1.21820906799011
"369","reading",3,9,239,51.7674286271461,9630,5727.49865124384,4.57,0.374966665185053
"370","reading",3,10,248,84.9927447884034,86600,74017.9181155932,5.38,0.61078364963927
"371","reading",3,11,269,77.2897147103028,7740,11107.4966351559,4.3,0.504579032461715
"372","reading",3,12,218,55.8143180128369,20600,22947.6056225813,4.33,1.09301897338998
"373","reading",3,13,283,80.172136235549,166000,274635.958512875,4.9,1.11651882461259
"374","reading",3,14,287,95.8427842130762,7190,6058.0479750376,4.36,0.467285091933027
"375","reading",3,15,264,106.89948549923,72900,145112.265940202,4.9,0.753969495404157
"376","reading",3,16,200,51.5334496086904,17000,16203.1578089625,4.56,0.734310901457959
"377","reading",3,17,303,162.048655244857,22400,46497.6593923465,4.33,0.823982200455002
"378","reading",3,18,233,72.9376772450615,17000,16090.216330784,4.66,0.609449400220044
"379","reading",3,19,243,74.1339280337572,782000,1437345.76349732,4.24,2.26399417906874
"380","reading",3,20,199,70.3135833249878,14500,10532.0532819262,4.7,0.542709253038248
"381","reading",3,21,252,66.1740130262628,2330000,1555224.5,6.1,2.175
"382","reading",3,22,220,76.4083640397967,57500,80932.0619346869,4.7,1.16225150954024
"383","reading",3,23,230,79.3242291694873,36500,48641.6753617718,5.02,0.483321838943783
"384","reading",3,24,221,27.1268624552613,110000,147218.186206279,5.29,0.680254854202943
"385","reading",3,25,211,72.7744804172452,122000,135778.871613265,5.3,0.96106990231869
"386","reading",3,26,275,105.76656686622,7950,7162.90154662666,4.34,0.595203046587185
"387","reading",3,27,265,125.680481115141,329000,378815.920879786,5.16,1.56501331197746
"388","reading",3,28,286,54.9818151755651,16000,15148.2906929022,4.66,0.577581163127746
"389","reading",3,29,232,78.3626186392466,9400,9615.77169896762,4.32,0.738918128076447
"390","reading",3,30,282,30.0721354967241,98000,181963.230381855,4.78,1.14640016282855
"391","reading",3,31,250,98.7501898732352,10100,3420.77819606397,4.67,0.172007751763305
"392","reading",3,32,260,49.8357301541775,47900,51963.8160970369,4.96,0.795252580421256
"393","reading",3,33,190,82.564621156199,63500,54911.4681221813,5.36,0.40583247775406
"394","reading",3,34,223,67.0571895225759,14300,12932.724456458,4.67,0.460637239774062
"395","reading",3,35,255,60.4665196617103,28500,16450.5304017834,4.98,0.570526073023836
"396","reading",3,36,208,59.9360770599255,15900,11013.5337350613,4.84,0.271354626519125
"397","reading",3,37,267,96.8236000353711,9020,11304.1764174216,4.3,0.618207855321293
"398","reading",3,38,237,98.2764807401378,60500,87335.8999947902,4.7,1.03700851812638
"399","reading",3,39,277,68.286685587832,5670,4235.10671142332,4.29,0.468302405350584
"400","reading",3,40,208,59.3745175418995,14100,14825.8224729692,4.57,0.697208720542134
"401","reading",3,41,242,103.564955462743,24000,9853.36745483492,5.03,0.255538646783613
"402","reading",3,42,250,63.985489426454,6430,4803.46897961205,4.3,0.535643804887433
"403","reading",3,43,301,147.585850721989,6840,4409.32961646855,4.34,0.604152298679729
"404","reading",3,44,225,84.224756003265,138000,216562.215293787,5.01,0.987196608005286
"405","reading",3,45,192,37.8637909706182,39100,47344.1885302022,5.07,0.488330489183982
"406","reading",3,46,353,255.441879047717,13800,8495.92898729402,4.67,0.497500897343053
"407","reading",3,47,290,202.130085411775,40700,67151.1394535101,4.34,1.05877962093832
"408","reading",3,48,297,171.882518017395,26900,58503.3185329402,4.43,0.717256346550288
"409","reading",3,49,191,79.2035352746328,49400,70949.9395827791,5.1,0.522446169475861
"410","reading",3,50,208,100.308856372041,189000,113806.890216278,5.91,0.263413489910192
"411","reading",3,51,280,113.779172083471,6200,4227.77486392074,4.36,0.4069766578073
"412","reading",3,52,222,71.8918941497889,131000,182990.26073469,5.09,0.965243204816508
"413","reading",3,53,233,97.8806367348468,111000,152685.196842891,5.16,0.882795883219089
"414","reading",3,54,260,68.8829234488283,55300,127825.184910528,4.46,1.10920821180825
"415","reading",3,55,268,87.2500511665834,11200,17344.4251104127,4.28,0.691611730463188
"416","reading",3,56,241,80.9806561264273,94900,170414.231209329,5.1,0.813603097339237
"417","reading",3,57,207,73.0944594343511,9430,5920.22255212308,4.51,0.536755686198727
"418","reading",3,58,262,71.4611782718421,24600,22403.6038745258,4.92,0.434925280939152
"419","reading",3,59,246,49.4597479438247,27800,21973.1418751772,5.04,0.329099782234305
"420","reading",3,60,241,53.1311270976503,16900,14686.8277803616,4.62,0.758990557692694
"421","reading",3,61,254,141.310532752045,6810,5703.5080666785,4.26,0.647600700020211
"422","reading",3,62,192,46.5564173879391,13300,21224.2664938037,4.46,0.567609020365251
"423","reading",3,63,280,174.15865782452,19700,9519.12518489563,4.93,0.259605928467048
"424","reading",3,64,250,63.7204833628873,40400,29571.4504125178,4.96,0.826801064343776
"425","reading",3,65,361,117.835902847986,19700,13684.9206355024,4.9,0.308998381872786
"426","reading",3,66,254,87.07440715246,61700,49828.8093241918,5.31,0.457581634663097
"427","reading",3,67,332,111.477351959938,15800,9175.53672544555,4.74,0.547613002037022
"428","reading",3,68,257,108.028876210197,113000,182302.582878811,4.91,0.981944135740056
"429","reading",3,69,349,267.764822185439,156000,210834.630999206,5.01,1.26096335054932
"430","reading",3,70,327,112.162828067056,26700,23156.2342080147,4.93,0.46616980352044
"431","reading",3,71,276,91.498633869583,32300,54920.3531430484,4.49,0.8405950273467
"432","reading",3,72,215,70.9688060246995,146000,208872.202920715,5.29,0.893865335548503
"433","reading",3,73,249,79.3134228716618,38400,59009.4523186954,4.52,0.961420080624787
"434","reading",3,74,248,115.914623753865,13600,8545.66326858249,4.74,0.338112407344066
"435","reading",3,75,261,92.5778951298131,32900,45201.2324949958,4.7,0.772513214557956
"436","reading",3,76,207,76.3020314277412,22600,3704.85667738983,5.04,0.0750555349946513
"437","reading",3,77,262,42.5910788780937,28400,45375.7059140682,4.54,0.854148698998014
"438","reading",3,78,266,103.796045433432,64600,69773.6133045396,5.09,0.755267218558154
"439","reading",3,79,341,182.007718308344,18900,16406.0233900903,4.64,0.761530413987893
"440","reading",3,80,207,93.1805296782064,4780,4487.79572841724,4.24,0.345687720348872
"441","reading",3,81,364,154.202140062971,2550,827.514994828895,4.08,0.136626010212795
"442","reading",3,82,301,107.78516993141,9150,6894.26288274741,4.45,0.526742007872111
"443","reading",3,83,238,120.169448815293,26000,27880.084672704,4.62,0.953325008288659
"444","reading",3,84,310,122.85031542491,13400,10252.7942679057,4.73,0.319170800669485
"445","reading",3,85,273,115.128913252348,6970,8287.20171337076,3.75,1.22153884214017
"446","reading",3,86,225,91.6813321601877,76100,62774.8352460336,5.34,0.611217364500279
"447","reading",3,87,304,46.6022174007489,65900,70149.8974589414,4.73,1.35427840564634
"448","reading",3,88,204,108.079600295338,24500,31309.4941702992,4.48,0.915903925092583
"449","reading",3,89,219,40.3802757131086,31400,47981.3098796465,4.8,0.603909485491548
"450","reading",3,90,245,62.8408041535646,29800,16278.0684439729,5.08,0.341291664123225
"451","reading",3,91,262,45.4400704224806,2510,2228.75217704137,3.67,0.889464258228889
"452","reading",3,92,253,96.3905745243945,175000,148035.623607807,5.67,0.643517121539346
"453","reading",3,93,156,39.0384425918863,12200,13546.343713342,4.6,0.478225888048733
"454","reading",3,94,238,56.9830384120281,69900,149665.614572954,4.83,0.791395392118672
"455","reading",3,95,260,56.7159589533669,12300,11108.7717952976,4.65,0.383105729531679
"456","reading",3,96,203,88.905942808491,81300,85025.9650304933,4.91,1.24849776398144
"457","reading",3,97,260,33.8275036028377,11800,12162.8325936025,4.53,0.523927475897189
"458","reading",3,98,258,70.7106781186548,23700,0,5.07,0
"459","reading",3,99,202,28.4471104901376,14500,11102.4120352291,4.56,0.731296956164346
"460","reading",3,100,276,89.4265061377218,101000,127419.404098042,5.07,1.04808396610195
"461","reading",3,101,157,26.6254890408921,55400,80562.7176428402,5.09,0.614023615181045
"462","reading",3,102,248,53.4286350903619,169000,272405.283887726,4.91,1.33755996750302
"463","reading",3,103,307,28.2901631902917,18500,31322.6954832009,4.02,1.21820906799011
"464","reading",3,104,191,33.5961307295944,13100,8474.84594550249,4.72,0.346554469023269
"465","reading",3,105,218,73.4143491877894,38700,19408.212907169,5.21,0.333803834609491
"466","reading",3,106,221,39.3535258903189,72900,93657.1800194731,4.96,0.913465927114964
"467","reading",3,107,256,129.014340288202,74400,80559.1658019123,5.29,0.572843783242866
"468","reading",3,108,275,91.4364207940088,26600,32993.969984428,4.59,0.881905404710246
"469","reading",3,109,212,99.1781225875949,167000,181342.742062372,5.02,1.31850925922675
"470","reading",3,110,179,59.0393331359938,10100,10400.8617877833,4.34,0.715601644971358
"471","reading",3,111,251,68.3205679133305,190000,228139.193495988,5.57,0.699306799623742
"472","reading",3,112,224,47.0860913646482,169000,179405.33987222,5.3,1.00630843515627
"473","reading",3,113,316,78.0042733872104,4510,3871.08821909292,4.19,0.453945664883659
"474","reading",3,114,256,93.8227051411331,26600,56755.8537624094,4.12,0.983580195001912
"475","reading",3,115,204,89.4594880378823,50400,30515.2711277485,5.33,0.288675134594813
"476","reading",3,116,276,77.5480496208641,15500,8105.58182982567,4.82,0.295076261329169
"477","reading",3,117,242,91.927507671353,2e+05,161310.60916004,5.67,0.848425011418216
"478","reading",3,118,200,61.7344543763275,47500,38566.8972522637,5.23,0.432087954009366
"479","reading",3,119,269,39.4540118063936,150000,133064.264695673,5.45,1.03090113146564
"480","reading",3,120,347,134.571418461227,10800,7610.2637996327,4.63,0.32218007387174
"481","reading",3,121,246,22.0054105900821,6480,5794.44245232734,4.22,0.652679458992296
"482","reading",3,122,283,91.2340005543046,61600,76413.4673020731,4.88,0.910956130353472
"483","reading",3,123,283,133.096992917983,4570,4054.21911922218,4.13,0.551314446616102
"484","reading",3,124,278,53.3169766584715,56100,135381.806955612,4,1.09562311038057
"485","reading",3,125,257,21.0546906887753,20100,15405.7932220318,4.85,0.443204241856957
"486","reading",3,126,323,153.703610887968,5250,4735.42395145355,4.24,0.443110219546635
"487","reading",3,127,239,69.3685807840985,19500,18909.4308103504,4.64,0.745960550469757
"488","reading",3,128,216,48.2109945966685,47900,30012.8008689626,5.3,0.270955100831608
"489","reading",3,129,292,48.327011080761,43100,22234.2605521299,5.27,0.272800293254975
"490","reading",3,130,236,100.326965467914,12300,7387.80591019192,4.74,0.205174722289727
"491","reading",3,131,322,46.2916479147877,14600,8395.52695884342,4.73,0.473919824442912
"492","reading",3,132,205,61.8762205266827,45900,86389.3141578672,4.57,0.917546547411447
"493","reading",3,133,236,103.164916517196,783000,1551399.56484296,5.17,1.38092662127042
"494","reading",3,134,311,65.553549538853,5950,1337.98814189706,4.46,0.10337172865786
"495","reading",3,135,237,56.5579348986506,11400,11927.3333719934,4.46,0.60720397451488
"496","reading",3,136,237,70.1605302146442,697000,817792.951630301,6.11,0.790012658126438
"497","reading",3,137,318,67.1437689907687,3580,4438.4061972096,3.55,1.15749524322791
"498","reading",3,138,273,57.8209984101179,780000,1438695.06270874,4.69,1.63347788476
"499","reading",3,139,316,72.9246186140181,29100,34441.6051818146,4.84,0.588750088464253
"500","reading",3,140,240,78.985984290162,6630,5166.35572028983,4.36,0.414763271552064
"501","reading",3,141,256,65.9496862093453,3190,1938.9463275478,4.07,0.419791614971047
"502","reading",3,142,296,76.3210636843117,7080,10082.890404282,4.02,0.817370930542088
"503","reading",3,143,287,138.905363467362,17200,23359.6383105561,4.2,1.02287829188032
"504","reading",3,144,275,199.75771038221,23000,11365.6631046993,5.02,0.209591439301731
"505","reading",3,145,242,76.1491956621999,18500,12178.4164734172,4.84,0.415427490664737
"506","reading",3,146,249,69.2397491123622,104000,155846.32515123,5.21,0.697225795222616
"507","reading",3,147,271,35.44385231132,10700,4446.98938234247,4.69,0.209324309784284
"508","reading",3,148,153,68.078386193172,18600,7666.99647623935,4.93,0.197222378716683
"509","reading",3,149,285,91.153618375011,19200,23593.6402023935,4.66,0.613734179313115
"510","reading",3,150,327,139.740235198504,2270,2509.46846961662,3.69,0.724908040144863
"511","reading",3,151,241,51.2610963597151,345000,686827.55430217,4.73,1.68239412742675
"512","reading",3,152,258,134.191902388582,18000,25705.9825799365,3.9,1.45699347973833
"513","reading",3,153,263,94.2792205555998,6990,1504.37267419252,4.53,0.1132422603263
"514","reading",3,154,298,54.683940360341,8140,10510.409617771,4.27,0.710586612126441
"515","reading",3,155,271,63.5633542223819,76900,143250.974154803,4.89,0.905356283459722
"516","reading",3,156,212,76.6010070802877,1320,590.424242146514,3.78,0.190993642377361
"517","reading",3,157,230,57.8054207377359,7870,4832.77926939216,4.53,0.24679276056373
"518","reading",3,158,272,101.666939890343,19300,23112.5010589508,4.63,0.6802475039768
"519","reading",3,159,222,95.3325757545657,4660,6347.96475783118,4.04,0.608355707351108
"520","reading",3,160,220,103.250504437832,14900,2912.04708924839,4.86,0.0934523051258415
"521","reading",3,161,238,61.133733186624,49300,80204.9220455536,4.74,0.964174949546675
"522","reading",3,162,206,71.7163725744554,20000,14241.5598680829,4.8,0.524971654563595
"523","reading",3,163,318,77.7656736613269,1640,1454.0801101269,3.62,0.740686618393141
"524","reading",3,164,248,72.1200388241715,134000,181338.290130629,4.78,1.31980301560498
"525","reading",3,165,276,95.5734156435657,6870,5467.11349291785,4.38,0.406307901856598
"526","reading",3,166,287,83.1376368840651,3590,3654.66000698651,4.02,0.520297991539464
"527","reading",3,167,273,106.265077361599,57500,63500.0839201545,5.18,0.555652769272322
"528","reading",3,168,213,73.5370654840129,165000,155891.802496796,5.55,0.863695548211289
"529","reading",3,169,236,34.0846984241707,16500,22477.5637151064,4.5,0.69223550905743
"530","reading",3,170,243,41.9459970279247,28400,36135.9632148732,4.73,0.713538132594654
"531","reading",3,171,334,214.733833029681,5680,6070.58560366531,4.13,0.609093784318341
"532","reading",3,172,261,61.2013071755824,53100,54458.4439247028,4.99,0.927311526223344
"533","reading",3,173,207,55.1931672789822,130000,217962.692571021,4.42,1.44607350139216
"534","reading",3,174,207,68.1063593981956,7870,8445.13784882842,4.4,0.417959897825708
"535","reading",3,175,193,40.1310353716422,16300,10699.4003803952,4.78,0.403588811256492
"536","reading",3,176,258,63.7267604699941,7850,6366.94956003265,4.45,0.402541923282532
"537","reading",3,177,346,199.077120734654,2080,2095.36292799123,3.87,0.369689058534331
"538","reading",3,178,222,49.4789517539192,105000,122990.477258472,5.43,0.573864095409357
"539","reading",3,179,246,73.624497734563,33400,22836.0032638522,5.03,0.523475564536365
"540","reading",3,180,226,112.791400381412,5910,2843.97515225901,4.43,0.187234256124959
